,limericks,rhyme_score,nonrhyme_score,context_score
937,"its a fact that youre destined to see 
 youll have something to eat so dont waver 
 when youre not in the mood 
 take a cold or some food 
 such as cabbage or celery tea

",2,6,0.461149111
938,"my mom and my dads greatuncle vick 
 said theyre big i reply and a big 
 all my kids think me dillydope 
 they say im so swelltydope 
 its tough to remember which vow

",1,6,0.457315918
939,"in the old days the spaniards were poor 
 tutchans and vikings a poor guy 
 but from coseismic ways 
 they could make their way 
 to the cimbriate heights of the nile

",0,6,0.45640298
940,"there is something amiss with your plan 
 theres no buyout no raise no canned man 
 a sellout i fear 
 has no reason to fear 
 not a scrap is left out of thin

",4,6,0.454947539
941,"im an artist who doesodles and etch 
 and can draw quite a lot of neat chitch 
 i have designs on these 
 and i will on those too 
 theres no limit to what i can nip

",1,6,0.45465222
942,"said the barber my style is the key 
 anatomical beauty in me 
 i will pay you a fee 
 in an inch and a degree 
 that will give you the sign of the tea

",4,0,0.454441484
943,"when it comes to your favorite sport 
 youll have athletes to choose from your sort 
 you dont have to wear cockshoes 
 or say capers or bowlshoes 
 if its true then youll have an afort

",4,6,0.45037755
944,"in this film john milton plays john 
 whose love for katrina wasnt johnny 
 when the camera pans 
 hes just getting d pans 
 and the critics make all the same punny

",2,6,0.448793583
945,"theres an ant that will burble each day 
 but its likely to get up a cresc 
 and thats cause for some frown 
 in this beast if youd be wrong 
 in a small birdlikeform called a kara

",1,6,0.447601452
946,"this is bittockage  it sounds so contrived 
 that a twodollar bill you would get 
 would be spent by your aunt 
 and a fiveskull i plant 
 though if you werent that kind of guy

",1,6,0.443848766
947,"a young lady is getting quite drunk 
 at the bar where a man will be sent 
 now its time to beddedo 
 when i call to the phone 
 hes become my own darcybrous tuffet

",0,6,0.442978114
948,"im sick of your playing for god 
 im desirous of this so you said 
 but im here to proclaim 
 a new playboy named jay 
 in his home all his play has its readers

",0,6,0.441294137
949,"to see things in this world get a touch 
 of emotion or skill it would such 
 so ill try to relate 
 how to do and to rate 
 and which ones the best to eschew

",2,6,0.43933424
950,"this old spire is a beautiful sight 
 from the crown to the back all white 
 so its used to create 
 a wonderful plane 
 if youre into the french style youre right

",3,6,0.439093947
951,"its a question i just cannot ignore 
 when theres blood in my bile or my store 
 so the cicatrix goes 
 and the cicatrix cries 
 im too nervous to use one more bore

",3,6,0.438816059
952,"he loves bammys and bammys the same 
 but his love for bambis a name 
 though a little is all 
 that the boy mind could fill 
 is it real why its all in a frame

",3,6,0.434847483
953,"theyre not faking but its clear that theyre fake 
 this whole game is a phony fake  well take 
 every player away 
 or well ive my doubts 
 if a guy can put more in the lake

",3,6,0.433905907
954,"a disconnoisseur from chteaux 
 said its time to start selling my clothes 
 but he soon became vexed 
 when he heard that some vexed 
 i own only two pairs of spectres

",1,6,0.430105399
955,"i love cajun cheese so what am i doing 
 theyre my favorite way to get sating 
 ill have celery and garlic 
 while grilling the house is 
 so much more than just counting the ridsing

",3,6,0.426918287
956,"a chalcid a genus of flies 
 that we thought were a treat to our eyes 
 but theyre found in the wood 
 where youd not have to go 
 and theres certainly no way that we lose

",1,6,0.425264928
957,"there was once a lad who was jolly 
 when he suffered from gout  so balmy 
 his health coach said 
 keep your exercise head 
 if you have it inside youll be silly

",4,6,0.425255183
958,"a daffodils a dainty cute thing 
 like a duckling or roo with a fling 
 its an orchid you say 
 and not much you say 
 cause theres simply no better forwing

",4,6,0.412074673
959,"when a woman says what is your name 
 and your father says no dont sound the same 
 the father will say 
 that is how theyre today 
 took its place id agree on this aim

",4,6,0.409189943
960,"theres an aperitif im told 
 that you cant get your hair curl down cold 
 its just not worth the effort 
 its rather a treasure 
 it looks like a poodle pet  all grown

",1,6,0.386183947
961,"sneers tolte this verse by degrees 
 that is writ in the great scottish trees 
 that have names like the firth 
 hallow cirth and earths shade 
 are the fruit that can stick to the breeze

",3,6,0.383785475
962,"a corneal abrasion makes eyes 
 and the sinus a doc who checks 
 so my nose shouldnt get 
 such a bad smell i bet 
 when i open the can of limes

",1,6,0.383261714
963,"as a doctor the doctors in force 
 finds the patients with rashes a source 
 if an answer is near 
 the patient is clear 
 i will tell you im not in a horse

",4,6,0.382708437
964,"when the dacryonobe fills your ear 
 you can choose any words you can hear 
 this language i use 
 for a throat or a stuce 
 its a loan so its called as acreek

",2,6,0.380040648
965,"your behavior is somewhat unbecoming 
 your house is a mess and its falling 
 your face is all gone 
 you need help youre not on 
 this course is disre teachable

",2,6,0.362031125
966,"from the south by the citys shore comes the train 
 sending people eastward its plain 
 but my son goes in threes 
 and they dont leave the tolls 
 so i hope i can get my green brain

",3,6,0.358848512
967,"the acarias a very dry plant 
 not one used for herbin or for paint 
 its the dryland or rain 
 that makes people faint 
 if youve got it its likely to miss

",1,4,0.351482414
968,"my love will not end if you please 
 in the kitchen  your dinner will please 
 yes your chow is a feast 
 make it hot  take it slow 
 to a nice darwinian rise

",3,6,0.350246709
969,"it is good to avoid thosewho try 
 to act bloodily when you go dry 
 for the bard of aion 
 should have no fear like aion 
 who fell for the name absolutioniste

",2,6,0.333334841
970,"a choruss  a genus of  small 
 flowers with petals of pink and gold 
 you might see one next door 
 that is blooming this year 
 if you travel through dallas or nome

",0,6,0.33289023
971,"at the start of the year when were all done 
 i expect you to visit a fun run 
 but we dont go too far 
 i dont mind though my darjord 
 isnt big on the whole or a nun

",3,6,0.327437385
972,"when an acetol of somerene was given 
 a chemical change could be laid bare 
 with acetols we choose 
 a high c with hs 
 this was alizene yes its not afraid

",0,6,0.32631071
973,"to the lads said the admiral who 
 william shakespeare williams and his crew 
 in the future be two 
 who are joint and so sue 
 as an adjective  this is a clue

",4,0,0.32608958
974,"i saw this at a young age three 
 i was quite welloffandselfdressed now 
 there are curves i could show 
 and it just doesnt take 
 an adult mind to be raised by a dog

",0,5,0.325646371
975,"a young chef at the well named edelweiss 
 is the best in the best in this town 
 to bring in the fish 
 every dish is delish 
 and the prices arent any low

",1,6,0.324615659
976,"in an art class a bright hollywood star 
 made a star out of all that he had 
 in the morning in class 
 he was famous for his pass 
 now on ebay theyre sold for as far

",2,6,0.321226452
977,"though a bony tummy and brain 
 are not likely to happen within 
 a bony tummy and eye 
 are both of them mine 
 when the sun starts to shine i must turn

",1,6,0.315173391
978,"if theres one thing that should make you ecstatic 
 its your heartbeats that makes you frantic 
 if youve not had a beat 
 and you wish that you meet 
 that dalmatian in mongolia mystic

",4,6,0.315016594
979,"to avoid being taken aback 
 i was recently sent to the back 
 i was caught as i slept 
 so im not gonna be 
 got the tough guy just any old drac

",3,6,0.304803025
980,"slimonows no longer a sight 
 for he took to the air like a tight fight 
 hes a bit of a clown 
 so when lucy came down 
 to the pub for a pint of some kite

",4,6,0.304731365
981,"the man on the left of his arm 
 on the right is the thought to be charm 
 all the thoughts of the past 
 for the present and past 
 may well soon disappear from my yard

",2,6,0.303162811
982,"if you ever become an avicide 
 please consider the use of a spray 
 you cant spray what you mean 
 it would take you a while 
 to define it with such language alive

",0,6,0.287080642
983,"an enginerys something to savor 
 like deepfries of salsom in bavaria 
 if youre on a bender 
 the bavaria 
 will soon cover your belly

",2,2,0.280645508
984,"the word chrysanthemums in repute 
 to a plant of the genus acutus 
 its small but it stands 
 by itself and it stands 
 on the bank of the river named rute

",2,6,0.280077113
985,"if youre wily enough to survive 
 and your friends and your family survive 
 its important to keep 
 lots of cash for your breast 
 not too long ago with allure

",1,6,0.276649842
986,"the black box was an art set for me 
 all my friends say it served like a pie 
 i was twelve and had rhyme 
 to define every time 
 with an e as its capital e

",3,6,0.269238718
987,"the chamois a dog was a doe 
 whose whiskers were shaped like a bow 
 and by some it is known 
 they were used to have poo 
 which is ch lamois today for you

",3,3,0.268469922
988,"when its perfectly clear whats not there 
 isnt seen but its really not there 
 if the stuff isnt there 
 i dont get it the bear 
 will attack and ill have to take care

",4,0,0.265706253
